project,file,id,line,column,original,replacement,coding
pull-stream,sinks/drain.js,62,9,32,'no done callback supplied',"""""",Unknown
pull-stream,sinks/drain.js,130,52,8,read,true,Behavioral Change
pull-stream,sinks/drain.js,87,27,23,end && end !== true,true,Behavioral Change
pull-stream,pull.js,47,42,21,typeof s === 'object',typeof s !== 'object',Unknown
pull-stream,pull.js,38,40,9,typeof s === 'function',true,Behavioral Change
pull-stream,sources/values.js,229,10,6,!Array.isArray(array),true,Behavioral Change
pull-stream,util/prop.js,445,4,23,{ return data[key] },{},Behavioral Change
pull-stream,util/prop.js,458,6,56,v && v[0],v || v[0],Behavioral Change
pull-stream,util/prop.js,455,6,23,{ var v = key.exec(data); return v && v[0] },{},Behavioral Change
pull-stream,throughs/async-map.js,245,7,6,!map,false,Behavioral Change
pull-stream,util/prop.js,442,3,5,'string' == typeof key,false,Behavioral Change
pull-stream,sinks/drain.js,91,27,30,end !== true,end === true,Behavioral Change
pull-stream,sinks/reduce.js,177,16,35,true,false,Behavioral Change
pull-stream,util/prop.js,452,5,34,'function' === typeof key.exec,true,Behavioral Change
pull-stream,util/prop.js,457,6,56,v && v[0],false,Behavioral Change
pull-stream,sources/values.js,225,7,10,abort,true,Behavioral Change
pull-stream,pull.js,4,5,7,typeof a === 'function',true,Behavioral Change
pull-stream,util/prop.js,449,5,7,'object' === typeof key,true,Behavioral Change
pull-stream,sources/infinite.js,206,5,8,end,false,Behavioral Change
pull-stream,pull.js,22,22,7,"case 2: return pull(read, ref[0], ref[1])",case 2:,Behavioral Change
pull-stream,sinks/reduce.js,176,16,27,end === true,end !== true,Behavioral Change
pull-stream,pull.js,12,7,20,i < length,i <= length,Unknown
pull-stream,throughs/take.js,387,28,22,ended || end,ended && end,Unknown
pull-stream,throughs/through.js,402,10,11,abort === true,true,Behavioral Change
pull-stream,pull.js,49,42,44, else if (s && typeof s === 'object') ,{},Behavioral Change
pull-stream,pull.js,32,34,50,f (read && typeof read.source === 'function') ,{},Behavioral Change
pull-stream,util/prop.js,444,3,5,'string',"""""",Behavioral Change
pull-stream,sinks/reduce.js,168,12,7,arguments.length === 2,false,Behavioral Change
pull-stream,sinks/drain.js,58,8,7,!done,done,Unknown
pull-stream,throughs/async-map.js,256,15,12,!busy,false,Behavioral Change
pull-stream,pull.js,44,42,16,s && typeof s === 'object',false,Behavioral Change
pull-stream,pull.js,43,42,16,s && typeof s === 'object',true,Behavioral Change
pull-stream,sinks/drain.js,90,27,30,end !== true,true,Behavioral Change
pull-stream,sinks/log.js,159,6,32,eturn drain(function (data) ,{},Behavioral Change
pull-stream,sinks/find.js,156,22,16,true,false,Behavioral Change
pull-stream,pull.js,31,34,38,'function',"""""",Behavioral Change
pull-stream,sinks/reduce.js,173,16,12,end,false,Behavioral Change
pull-stream,sinks/find.js,140,9,6,!cb,false,Behavioral Change
pull-stream,util/prop.js,451,5,7,'object',"""""",Near Equivalent
pull-stream,sinks/drain.js,81,26,18,done,true,Behavioral Change
pull-stream,pull.js,45,42,16,s && typeof s === 'object',s || typeof s === 'object',Unknown
pull-stream,sinks/find.js,153,22,8,err === true,true,Behavioral Change
pull-stream,sinks/drain.js,131,52,8,read,false,Behavioral Change
pull-stream,pull.js,20,11,29,"""partial sink should only be called once!""","""""",Unknown
q,q.js,708,1094,36,f (!trackUnhandledRejections) ,{},Behavioral Change
q,q.js,391,534,5,"typeof process === ""object"" && process",true,Near Equivalent
q,q.js,177,304,42,i++,i--,Behavioral Change
q,q.js,814,1427,26,"""get""","""""",Behavioral Change
q,queue.js,1044,5,18,unction Queue() ,{},Behavioral Change
q,q.js,876,1589,17,"(snapshot = promise.inspect()).state === ""fulfilled""","(snapshot = promise.inspect()).state !== ""fulfilled""",Behavioral Change
q,q.js,268,405,21,i < lines.length,false,Behavioral Change
q,q.js,515,797,31,nspect = function () ,{},Behavioral Change
q,q.js,887,1603,41,unction (progress) ,{},Unknown
q,q.js,854,1527,35,"[void 0, array_slice(arguments)]",[],Behavioral Change
q,q.js,376,483,49,"""""","""Stryker was here!""",Unknown
q,q.js,503,772,38,romise.prototype.race = function () ,{},Behavioral Change
q,q.js,18,46,16,"typeof define === ""function"" && define.amd",false,Behavioral Change
q,q.js,458,656,13,resolvedPromise,true,Behavioral Change
q,q.js,827,1457,46,"romise.prototype[""delete""] = function (key) ",{},Behavioral Change
q,q.js,568,873,16,"typeof progressed === ""function""",false,Behavioral Change
q,q.js,128,210,55," else if (typeof MessageChannel !== ""undefined"") ",{},Behavioral Change
q,q.js,299,423,20,/at .+ \((.+):(\d+):(?:\d+)\)$/,/at .+ \((.+):(\D+):(?:\d+)\)$/,Unknown
q,q.js,596,909,13,!threw,true,Behavioral Change
q,q.js,176,304,25,i < this.length,i >= this.length,Behavioral Change
q,q.js,468,680,20,arguments.length > 2,true,Behavioral Change
q,q.js,137,242,13,!flushing,false,Behavioral Change
q,q.js,368,480,13,"typeof console !== ""undefined""","typeof console === ""undefined""",Unknown
q,q.js,591,902,17,Q.onerror,true,Behavioral Change
q,q.js,975,1838,42,".timeout = function (object, ms, error) ",{},Behavioral Change
q,q.js,942,1777,9,"!callback || typeof callback.apply !== ""function""","!callback && typeof callback.apply !== ""function""",Behavioral Change
q,q.js,68,128,16,laterQueue.length,false,Behavioral Change
q,q.js,733,1121,48,.stopUnhandledRejectionTracking = function () ,{},Behavioral Change
q,q.js,146,277,13,arguments.length === 1,true,Behavioral Change
q,q.js,459,656,13,resolvedPromise,false,Behavioral Change
q,q.js,627,1020,12,"isPromise(object) && object.inspect().state === ""pending""",true,Behavioral Change
q,q.js,945,1777,22,"typeof callback.apply !== ""function""","typeof callback.apply === ""function""",Behavioral Change
q,q.js,1004,1920,44,.nfcall = function (callback /*...args*/) ,{},Behavioral Change
q,q.js,922,1686,26,")), function () ",{},Behavioral Change
q,q.js,956,1807,32,.nextTick(function () ,{},Behavioral Change
q,q.js,949,1781,39,eturn this.then(function (value) ,{},Behavioral Change
q,q.js,999,1880,46,romise.prototype.delay = function (timeout) ,{},Behavioral Change
q,q.js,286,416,12,"stackLine.indexOf(""(module.js:"") !== -1",false,Behavioral Change
q,queue.js,1054,27,21,"error || new Error(""Can't get value from closed queue"")",false,Behavioral Change
q,q.js,97,179,24,true,false,Behavioral Change
q,q.js,351,465,17, catch (e) ,{},Behavioral Change
q,q.js,586,895,68,"elf.promiseDispatch(void 0, ""when"", [void 0, function (value) ",{},Behavioral Change
q,q.js,741,1144,28,", function fallback() ",{},Behavioral Change
q,q.js,98,184,9,"typeof process === ""object"" &&",true,Behavioral Change
q,q.js,253,389,63,error.__minimumStackCounter__ > p.stackCounter,false,Behavioral Change
q,q.js,987,1846,31,"error || ""Timed out after "" + ms + "" ms""",false,Unknown
q,q.js,505,789,9,fallback === void 0,true,Behavioral Change
q,q.js,592,902,17,Q.onerror,false,Behavioral Change
q,q.js,663,1058,24,[],"[""Stryker was here""]",Unknown
q,q.js,899,1636,60,"rray_reduce(promises, function (prev, current, index) ",{},Behavioral Change
spacl-core,src/rule.ts,248,71,13,prop === undefined,false,Behavioral Change
spacl-core,src/matcher.ts,36,22,9,/[*+][^/]|[^/][*+]/,/[*+][^/]|[/][*+]/,Unknown
spacl-core,src/matcher.ts,10,13,23,'Path contains invalid characters',"""""",Unknown
spacl-core,src/matcher.ts,68,39,52,f (string.length > 1 && string.endsWith('/')) ,{},Behavioral Change
spacl-core,src/matcher.ts,69,48,60,'1.1',"""""",Unknown
spacl-core,src/matcher.ts,21,19,23,'Path contains empty segments',"""""",Unknown
spacl-core,src/matcher.ts,58,30,23,'Path must not end with a slash',"""""",Unknown
spacl-core,src/matcher.ts,43,24,23,'Path contains malformed wildcards',"""""",Unknown
spacl-core,src/matcher.ts,37,22,9,/[*+][^/]|[^/][*+]/,/[*+][^/]|[^/][^*+]/,Unknown
spacl-core,src/policy.ts,189,59,52,true,false,Behavioral Change
spacl-core,src/matcher.ts,96,67,18,min > 0,min >= 0,Unknown
spacl-core,src/matcher.ts,156,111,24,/:.+/,/:./,Unknown
spacl-core,src/matcher.ts,35,22,9,/[*+][^/]|[^/][*+]/,/[*+][/]|[^/][*+]/,Behavioral Change
spacl-core,src/matcher.ts,0,11,61,'1.1',"""""",Unknown
spacl-core,src/matcher.ts,61,39,9,string.length > 1 && string.endsWith('/'),false,Behavioral Change
spacl-core,src/matcher.ts,34,22,9,/[*+][^/]|[^/][*+]/,/[^*+][^/]|[^/][*+]/,Behavioral Change
spacl-core,src/matcher.ts,54,29,20,/^.+\/$/,/.+\/$/,Near Equivalent
spacl-core,src/matcher.ts,94,67,18,min > 0,true,Behavioral Change
spacl-core,src/matcher.ts,16,16,23,'Path must begin with a slash',"""""",Unknown
spacl-core,src/matcher.ts,50,27,23,'Path contains malformed captures',"""""",Unknown
zip-a-folder,lib/ZipAFolder.ts,6,40,13,o.compression === COMPRESSION_LEVEL.uncompressed,false,Behavioral Change
zip-a-folder,lib/ZipAFolder.ts,8,40,63,f (o.compression === COMPRESSION_LEVEL.uncompressed) ,{},Behavioral Change
zip-a-folder,lib/ZipAFolder.ts,73,148,43,false,true,Unknown
zip-a-folder,lib/ZipAFolder.ts,1,36,38,onst o: ZipAFolderOptions = ,true,Behavioral Change
zip-a-folder,lib/ZipAFolder.ts,25,74,63,f (o.compression === COMPRESSION_LEVEL.uncompressed) ,{},Behavioral Change
zip-a-folder,lib/ZipAFolder.ts,23,74,13,o.compression === COMPRESSION_LEVEL.uncompressed,false,Behavioral Change
